,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,115.834101382,135.903225806,131.894009217,131.771889401,129.788018433,126.571428571,127.868663594,132.640552995,126.760368664,130.525345622,146.758064516,117.032258065,133.260368664,132.412442396,116.626728111,106.988479263,131.495391705,145.905529954,124.698156682,121.820276498,115.423963134,136.483870968,134.960829493,108.30875576,154.882488479,145.016129032,115.271889401,117.47235023,133.011520737,134.675115207,123.843317972,121.276497696
