,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.977709441164,0.0618843513847,0.973146700569,-0.949248976068,0.392129668923,-0.695028220575,0.683960318116,-0.988717708297,0.46453392639,0.539796419756,0.795613061242,0.761502312197,-0.443525974581,0.893024580106,-0.999892670567,-0.229553517839
1,0.19115467561,0.0192296929401,-0.926531026882,-0.530957148218,0.651439870837,-0.236485348688,0.999885137591,0.260326817018,0.869137133354,0.351277874105,0.199605488877,-0.059367379736,0.967505748339,-0.784358190195,0.626049280931,0.0132693040672
2,0.999545659232,0.644509297567,-0.31013078994,-0.847976204021,0.695546416333,0.887167655842,0.827258582162,-0.808069569235,0.975612207049,0.917644157426,0.17397927724,-0.900269431008,-0.359731204593,-0.544473301401,-0.831169137651,-0.999554445371
3,-0.469374701018,-0.695548125136,-0.951834553189,0.983758609585,-0.148007883616,0.737195381686,0.423632430982,0.800960644089,0.762522981423,-0.964720203921,0.013222435939,-0.194735460211,0.306365026478,-0.666242139981,-0.441624796232,0.937995819247
4,0.464565858966,0.282673940974,0.340398421721,-0.994657848178,-0.902994790486,0.810021297917,0.998258749805,0.999974169188,0.713042564015,-0.189926771918,0.0240940623858,-0.448939355962,0.925559721212,-0.589594101721,-0.998795490226,-0.32704590954
5,-0.414480411036,0.997693431247,0.470840709641,-0.852305766668,-0.848459606813,-0.952328758446,0.017117567045,0.882050232583,-0.0796536988586,0.886908432308,0.917495705533,0.827755794993,-0.162407447037,0.99599343035,0.987287846858,0.990524375459
6,0.454060952046,-0.186305795785,0.456615936022,0.933803327674,-0.377614297403,-0.912726911968,0.556407756201,0.139669953382,-0.784354090719,0.565594400728,-0.812372269146,0.697802381782,0.22048124976,-0.73517926064,-0.530336144868,-0.818182680396
7,0.998434481956,-0.421908688318,0.246990696249,0.933548383514,0.460717488185,0.878326903612,0.980634261506,-0.351987544669,-0.681827996553,0.893007352285,0.658500289021,0.50324880492,0.951852024107,0.999906852993,-0.999911078026,0.779269578317
8,0.892094611514,-0.323328727425,-0.239889664334,0.333972490122,-0.519607088152,-0.945041710346,-0.289884476829,-0.188030337301,-0.831724738747,-0.483763854497,-0.470540563532,-0.675448294704,0.0470510069113,0.398780474198,-0.667027058242,0.687388728036
9,0.73292766925,0.0501001919294,0.889809764038,0.908824350274,-0.0335211095944,0.352267525796,-0.829616904783,0.97553820189,-0.405818527929,0.0890507414983,0.998609849096,-0.883314733701,0.830846486307,0.202146119284,0.115342011207,-0.501318225739
10,-0.236063190444,0.111838283542,-0.901336069252,-0.580687811387,0.533852192298,0.927906830649,-0.581294055672,0.239398226543,0.592883506976,0.911377683155,-0.76680555867,0.961826092707,0.954777906886,-0.0124675755094,0.608485097439,-0.943866167444
