,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,124.645833333,141.229166667,118.166666667,127.125,133.083333333,99.0,130.75,129.270833333,105.354166667,127.625,124.458333333,144.083333333,136.104166667,134.9375,132.854166667,124.625,124.333333333,132.645833333,137.25,121.666666667,119.5,123.8125,114.020833333,121.375,145.0,135.895833333,115.75,131.708333333,124.333333333,111.791666667,125.333333333,122.666666667
