,0
0,-0.982102021708
1,0.101349219321
2,-0.863107590439
3,-0.744408807263
4,0.204544360792
5,0.826129745879
6,-0.965604065569
7,0.851348001331
8,-0.964714530128
9,-0.146820427914
10,-0.825233562345
11,0.761814867403
12,0.501519649977
13,0.9868589019
14,-0.596044759317
15,0.960262031729
16,0.438588672741
17,0.210096958176
18,0.973732781085
19,0.697699876044
20,0.988634233409
21,-0.176347402709
22,-0.337317998542
23,0.0159194964741
24,0.741525635681
25,-0.948033540743
26,0.555662988051
27,0.965978940894
28,0.974804809107
29,-0.970549223747
30,0.995646057044
31,0.526101020214
32,-0.867171288555
33,-0.836076706973
34,-0.0720124859834
35,-0.953119879244
36,-0.321710344899
37,-0.95620820816
38,0.245992939687
39,-0.00250264647379
40,0.987166113406
41,-0.75979457901
42,-0.761278994773
43,-0.607749950463
44,0.721458597295
45,0.825853448699
46,0.0204336492696
47,-0.691095379727
48,-0.971862516821
49,-0.291383654301
50,-0.604872605832
51,-0.571116616179
52,0.886271599306
53,-0.387762595872
54,0.775878427606
55,0.998812045527
56,0.52199787567
57,-0.778431182643
58,0.498883873145
59,0.0752298108288
60,0.13785135828
61,0.892781207479
62,-0.959761409819
63,0.60474638206
64,-0.0640530677795
65,0.779175445629
66,0.914495677252
67,-0.783173757101
68,0.449123013596
69,-0.972914040308
70,0.999195327493
71,-0.450760008605
72,-0.832964583381
73,0.997572620709
74,-0.988537890198
75,-0.948940778813
76,0.564886374301
77,0.940386341543
78,-0.956466554808
79,-0.998061891183
80,-0.741727874854
81,-0.35784998737
82,0.0515399359037
83,-0.757676309636
84,-0.143270043998
85,0.979080075504
86,-0.986818889685
87,-0.611304980306
88,0.602050595185
89,0.612723494896
90,0.825801794163
91,0.187953752044
92,0.888756730131
93,0.400725457481
94,-0.938308984887
95,0.230589750973
96,0.985396651288
97,-0.174257480158
98,0.738313406552
99,-0.526524029375
100,0.317985911711
101,-0.9820211493
102,-0.0689653397038
103,0.969280530609
104,-0.811559753341
105,-0.0616553564343
106,-0.852816865569
107,0.88756300666
108,-0.852585195484
109,-0.847151647083
110,-0.846437611252
111,0.877197827422
112,-0.573025489833
113,0.954035666883
114,0.308882194882
115,0.9911401838
116,0.804268701869
117,-0.0194085858935
118,-0.244614041602
119,0.829467403703
120,0.349020699824
121,0.34000648013
122,0.958653616782
123,0.880600983304
124,0.651984078169
125,-0.113814759261
126,0.711520721363
127,-0.947627789174
128,-0.878008898469
129,-0.51973177499
130,0.353698146495
131,-0.199049889607
132,-0.827053366591
133,0.561365099324
134,0.835118151887
135,0.740433319505
136,0.274318171232
137,-0.502942104573
138,-0.315448005927
139,0.162082338458
140,0.594571013687
141,0.989988061735
142,-0.878934788251
143,-0.191363723212
144,0.170295563241
145,0.337463320211
146,-0.771984429474
147,0.997876334006
148,-0.158902526591
149,0.243069607631
150,0.885151881765
151,-0.568837853265
152,-0.371811753971
153,0.809879226733
154,-0.96942427401
155,0.375185812806
156,-0.632891022838
157,-0.177423535581
158,0.88623026106
159,-0.178214960051
160,-0.391610140977
161,-0.616567305713
162,-0.0696670068609
163,-0.980386270767
164,0.790179682723
165,0.933480224063
166,-0.380771603291
167,0.0258050651921
168,-0.823057699697
169,0.134518142883
170,0.96276236502
171,0.990623323748
172,-0.821423248142
173,0.898793940428
174,-0.590322970186
175,-0.618138430944
176,0.120708739282
177,0.691002861949
178,-0.166672396839
179,-0.697310047966
180,-0.862882843467
181,-0.291720479074
182,0.73326627713
183,0.180327696752
184,-0.593261758292
185,0.568696056964
186,0.944286952649
187,0.549838431165
188,0.996672470421
189,-0.660486486189
190,-0.136732113917
191,0.203988180374
192,-0.623396333994
193,0.621546676471
